Sender_Name,Sender_Email,Recipient_Email,Subject,Email_Body,Timestamp,Has_Attachment,Attachment_Type,URL_Count,URL_Domains,Email_Client,Language,Label
Alexander Larsen,valerie38@hotmail.com,lesliewilliams@gmail.com,Interesting plant big heavy already.,Process special discussion instead indeed behavior. Level partner foreign fish home perhaps rock newspaper. Another job form everything. Happy guy participant everyone its should. Lead half program. North bad prove central.,2024-05-16 03:03:44,True,none,0,,Yahoo,zh,phishing
Karen Mcdonald,steven80@hotmail.com,brandon59@bond.info,Spend decade certain three.,Marriage easy magazine green situation. History suggest her peace rise. Order carry wife audience edge arrive which. Bad network Democrat summer our develop. Cup task consumer indicate will plan. Report better after season ok moment.,2024-09-05 15:00:06,False,none,0,,Gmail,fr,phishing
Robin Schwartz,fvalentine@gmail.com,michael09@hamilton.com,Bring interest customer picture.,Seem might crime edge. Edge main specific option. Carry table election wind simply trade. Program today cover whose.,2024-12-17 16:34:49,True,xlsx,6,"higgins.com, hester-gould.org, fitzgerald.net, davidson.com, thomas.com, davenport.org",Outlook,es,phishing
Elizabeth Coleman,melodycohen@hotmail.com,linda96@hotmail.com,Heavy change cut call ground carry.,According research among discussion. Scientist policy partner. Middle daughter pressure husband product pull key. Bank physical special talk serve.,2024-04-23 23:05:41,True,docx,3,"lewis-rodriguez.net, castillo.com, weaver-smith.com",Apple Mail,en,legitimate
Connie Wong,zschneider@martinez.com,figueroahannah@hotmail.com,Next too bring car no region current.,Space field hope speak let. Hair too age nation choice. Let where raise even person. Technology tax offer your prepare common hold. Couple threat lawyer expect. Member from degree candidate kind with.,2024-07-18 09:58:55,True,pdf,8,"villegas.com, martin.info, boone.info, burton.com, black.org, jordan-martinez.org, williams.org, ellis.biz",Yahoo,es,phishing
Elizabeth Perkins,nathan73@may.com,david77@gmail.com,Fire consider effort.,Enough later hair water way pull arm. System appear real can as. Anyone month person stuff surface employee dream. Shake exactly first design almost office.,2024-08-07 06:08:09,False,none,2,"herrera.com, floyd-le.com",Outlook,de,phishing
Dennis Rogers,chenjohn@hotmail.com,johnsontina@gmail.com,Lay positive agree.,Economic beyond system community reach return lawyer. Hit student much our include few meet day. Per bad truth week. Forward take type become seat feeling guy. World just of. Significant I fly all whether some these teacher.,2024-08-22 12:50:13,False,none,3,"daniels.org, nguyen.com, carpenter.com",Apple Mail,zh,phishing
Jacob Hudson,katiestanley@parker-navarro.info,joneshannah@gmail.com,Occur responsibility all consumer fly number.,Customer capital address wall reduce hour. Pm strong such fine according. Begin firm window director discover floor wear. Same staff sing difficult factor nation ready. Top family book my physical whose. Difficult already ground campaign.,2024-09-20 00:52:56,True,docx,10,"webster-turner.com, gutierrez.com, terrell.com, cole-tate.com, potter-williams.com, lopez.org, harris-edwards.com, taylor.com, harris.com, cooper.com",Thunderbird,de,legitimate
Tara Salazar,romanjennifer@rogers.com,robinsonbarbara@hotmail.com,However along theory field occur game little.,Stock student pull something build often. Trade indeed cost serious. Though food rise man parent pull.,2024-09-09 14:29:46,False,none,7,"campbell.com, robertson-crawford.com, knight.com, garrett-madden.com, downs.info, santos-thompson.com, moody.org",Thunderbird,zh,legitimate
Crystal Huynh,lunakristen@martinez.com,laurajimenez@moore.com,Know be cause simple shake act either.,Might form billion learn care serve serve. Culture job notice. Feeling hold amount about now believe top myself. Network agent kitchen stop. Decade quite agency. Lawyer air animal now the.,2024-12-13 16:55:50,True,exe,0,,Outlook,zh,legitimate
Barbara Meyers,timothy50@bright-stephens.info,walkeraustin@norman.com,Let method something rise.,Huge claim serve anything. Despite main heart summer one nice discussion. Perhaps body most maintain. He term door operation skill game discuss. Word leave wide. Put nothing protect stock player total.,2024-04-21 23:06:31,False,none,9,"rocha.com, ali-pineda.com, craig.org, nguyen-carpenter.info, harris-anderson.biz, moody-cunningham.info, bean-hayes.com, ferrell-henry.org, white.net",Gmail,es,legitimate
Roger Erickson,nathan30@hotmail.com,barnesdana@gmail.com,Customer cut easy easy test.,Clear direction police level. Even up this energy. Field nature sometimes. Race agency world prepare should until something. Store region call. Event during alone.,2024-07-27 10:32:09,True,exe,10,"barker.com, lane.info, dominguez-miller.com, mcmillan.org, underwood.com, rojas-young.net, thomas.com, williams-fernandez.net, rhodes-kemp.org, walton.com",Thunderbird,zh,phishing
Pamela Mercer,ibryant@pruitt.com,vgarcia@chapman.com,True free city course interesting serve investment.,Few school the free. Young down exist between hot. Special always job. Return how half pick strategy training.,2024-06-18 14:25:59,False,none,4,"simpson-riley.com, carpenter.com, clark.com, anderson.com",Thunderbird,fr,legitimate
Lisa Wright,pguzman@yahoo.com,barronrachel@gmail.com,Dog we identify should.,Quality seem sport image happy only. Evening through director rather major should mind somebody. Little participant window call spend. Today although later wish that. Certain everyone magazine international win. Husband former again customer son.,2024-10-17 23:40:07,True,pdf,3,"phillips.net, pena-manning.info, hoover.com",Yahoo,fr,phishing
Michael Byrd,dfloyd@jones-duran.com,wesley26@yahoo.com,Doctor never land time save.,Eight operation better. Draw prevent read billion then federal. Onto figure boy value conference main watch our. Cut piece several some environment crime.,2024-08-08 17:28:16,True,zip,8,"jackson-booth.info, james.com, charles-barnett.com, ward.com, freeman.com, anderson.com, morris-medina.com, powell-bray.com",Thunderbird,en,legitimate
Stephen Bell,courtneybennett@harris.org,marcia88@yahoo.com,Power word offer light word.,Cover son feeling career. Network another remember despite. Fine Democrat than inside. Reason describe collection for hospital. Thus black energy charge although.,2025-03-02 10:31:01,True,zip,8,"diaz.com, rodriguez.org, taylor.com, lee-yates.biz, ware.biz, graves.biz, ponce-nelson.com, mccullough.biz",Apple Mail,zh,legitimate
Jonathan Brown,thomasjohn@parker.com,bradleyfuller@branch.com,Produce approach education sell cell in.,Type blood exactly state. Remember positive education upon seek hospital around. Special always story by. Face certain describe collection remember once. Act then relationship toward tax. Physical decision maybe stage plan fund lose.,2025-01-14 07:25:39,False,none,5,"rodriguez.com, stanley-jones.com, erickson-mathis.info, gomez.com, richardson-martin.com",Outlook,zh,legitimate
Jason Lawson,tsmith@hotmail.com,bradley79@hotmail.com,Work author tax at affect.,Part thing rock soon miss suddenly available. Painting past action none. Structure growth develop such administration. Seat central enter close. Financial project action list may risk safe.,2024-04-08 19:02:44,False,none,1,taylor.com,Gmail,es,phishing
Brett Cruz,tduke@gardner-mcfarland.net,natashamoody@yahoo.com,Care while business.,Hand alone force since surface. Test light social newspaper address. When stand its soon account within. Part church them billion drop. Member tough set special reflect pressure glass analysis.,2024-11-04 04:43:51,True,xlsx,3,"west.info, sharp-benton.biz, steele.org",Gmail,fr,legitimate
Francisco Walker,katherinephillips@hotmail.com,michaelcampbell@gmail.com,Energy number where guess.,Away upon wife lead line decision. Cultural level world situation school to these. Interesting data though listen local only. Hotel forget arm hit daughter investment. Field employee current. Star during minute.,2024-12-15 21:23:36,True,xlsx,5,"black.org, wallace.info, patterson.net, cook.org, hendricks.com",Thunderbird,de,legitimate
Rachel Cooley,olynch@gmail.com,mayomelanie@hotmail.com,Market financial political north.,Simple store green evening language fight. Allow unit it movie collection public marriage. List total thing left series rock fine. Keep discussion front several style shoulder. After ten skin green artist hair lose. Hear film when do partner.,2024-11-08 10:32:52,True,zip,4,"mclaughlin.net, johnson.org, vargas.com, harrison.org",Yahoo,es,legitimate
Jennifer Johnson,jacobsdamon@lopez-graves.com,richard49@clark-santiago.com,Decade action hair hard court.,Operation standard others western my. Cup majority nation small few environment. Hair back least commercial.,2024-06-28 12:45:24,False,none,10,"olson.com, henry.biz, logan-holden.biz, morales.com, ponce.com, castillo.org, young.com, smith-richards.biz, jimenez.info, winters-burns.net",Apple Mail,es,phishing
David Hall,christinacooper@gmail.com,klinematthew@marshall.com,Money commercial kind main science.,Able under kid mother protect field soon. Close blue subject work politics place address. Start teach perform already. Morning meeting up letter discover teacher. Describe business give message least door president.,2024-12-15 01:29:02,True,pdf,1,fuller.com,Gmail,de,phishing
Sarah Willis MD,joshuathomas@becker.com,lucas54@yahoo.com,Mean direction citizen.,Image letter on. Western main democratic so surface author. Machine reality trouble six.,2025-03-23 06:33:10,False,none,0,,Thunderbird,de,phishing
Veronica Barker,kristinawolf@wheeler.org,markadams@murphy.com,Full beyond reality end its.,Manage able describe score crime treat. Painting affect home report upon direction without. Lay everybody new no expect available woman. Social sea who field office series. Accept food fight.,2024-10-25 22:35:32,False,none,8,"lewis.com, nichols-kelley.com, nguyen.com, townsend.net, clark-todd.com, johnston.net, burton.com, watkins-payne.com",Apple Mail,de,legitimate
Amy Zimmerman,drakecarol@hotmail.com,smallrichard@yahoo.com,Might out quality character suddenly until deep there.,State miss ten anyone behavior plant ability these. Thousand else general money. Child health her put beyond technology fear.,2025-04-05 10:50:13,True,exe,3,"allen-daniels.info, gallagher.com, boone-andrews.com",Apple Mail,fr,legitimate
Barry Mitchell,tgay@yahoo.com,christinayork@yahoo.com,Pick respond age all either attorney.,Total represent answer. Throw firm after international. Traditional take lot difficult relationship career personal.,2024-10-18 20:34:06,False,none,3,"smith.com, wilson.biz, fleming-murphy.biz",Thunderbird,zh,phishing
Taylor Robles,mitchellmark@hotmail.com,dawnhall@gmail.com,Catch nation shoulder film in look sell.,Already use design agent great. Hear woman find itself member role and. Parent toward method deal direction fall.,2025-01-16 12:36:09,False,none,3,"perkins-peterson.com, thomas-lewis.com, goodwin.com",Gmail,zh,phishing
Jessica Williams,craigreynolds@winters.com,jamessullivan@hotmail.com,Mean stock why statement past interest hair.,Easy stand compare democratic. Voice probably media green subject federal. Vote close day personal. Energy against whatever agent how area reach rate.,2025-03-21 20:09:52,True,pdf,3,"johnson.net, harris.com, martin.com",Outlook,en,legitimate
Elizabeth Taylor,hubbardmark@yahoo.com,jenkinsmichael@gmail.com,Adult TV school nature.,Doctor civil bed during. Enter dream staff picture nation federal. Couple agree expect health let.,2025-02-24 12:48:20,False,none,1,monroe.info,Apple Mail,en,phishing
Sherry Jacobs,miguelharris@gmail.com,brooksmanuel@hotmail.com,Less true network three senior others establish.,Senior stage member student throw develop. Treat partner deal cover information. Write compare national today bar through process long. Notice himself brother fine and. Expect almost thank ahead. Bad game there movement total ball very.,2024-05-06 14:30:46,False,none,0,,Apple Mail,zh,legitimate
